Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Count_Change
666000	1.7592	0.2789	0.4808	0.2058	0.2284	0.2191	0.3462	0.9132	0.8518	0.9348	0.9261	0.9314	0.8893	0.454836	0.504414	0.475359	0.471565	0.469680	0.464629	400
667000	1.7592	0.2788	0.4811	0.2057	0.2283	0.2191	0.3463	0.9132	0.8517	0.9349	0.9261	0.9314	0.8892	0.454861	0.504487	0.475366	0.471586	0.469667	0.464662	370
668000	1.7592	0.2787	0.4813	0.2055	0.2283	0.2190	0.3464	0.9132	0.8516	0.9349	0.9261	0.9314	0.8892	0.454882	0.504555	0.475370	0.471596	0.469647	0.464689	380
669000	1.7592	0.2787	0.4815	0.2054	0.2281	0.2190	0.3466	0.9133	0.8515	0.9350	0.9262	0.9314	0.8892	0.454899	0.504621	0.475371	0.471605	0.469624	0.464715	383
670000	1.7593	0.2786	0.4818	0.2053	0.2281	0.2189	0.3466	0.9133	0.8514	0.9350	0.9262	0.9314	0.8892	0.454919	0.504687	0.475378	0.471626	0.469600	0.464743	402
671000	1.7592	0.2784	0.4820	0.2052	0.2280	0.2189	0.3468	0.9134	0.8514	0.9350	0.9262	0.9315	0.8891	0.454931	0.504815	0.475390	0.471652	0.469614	0.464744	381
672000	1.7592	0.2782	0.4821	0.2052	0.2279	0.2188	0.3469	0.9134	0.8514	0.9350	0.9262	0.9315	0.8891	0.454936	0.504932	0.475399	0.471664	0.469624	0.464744	327
673000	1.7591	0.2781	0.4823	0.2051	0.2279	0.2188	0.3470	0.9135	0.8513	0.9351	0.9263	0.9315	0.8891	0.454937	0.505040	0.475402	0.471678	0.469638	0.464741	337
674000	1.7593	0.2779	0.4825	0.2051	0.2279	0.2188	0.3471	0.9135	0.8512	0.9351	0.9262	0.9315	0.8890	0.454938	0.505154	0.475409	0.471696	0.469644	0.464740	365
675000	1.7594	0.2777	0.4828	0.2050	0.2278	0.2188	0.3473	0.9136	0.8511	0.9351	0.9263	0.9315	0.8889	0.454941	0.505274	0.475421	0.471716	0.469662	0.464741	362
676000	1.7594	0.2775	0.4830	0.2050	0.2278	0.2188	0.3474	0.9136	0.8510	0.9351	0.9263	0.9315	0.8889	0.454962	0.505415	0.475448	0.471735	0.469696	0.464753	397
677000	1.7595	0.2774	0.4834	0.2050	0.2277	0.2187	0.3473	0.9137	0.8510	0.9351	0.9263	0.9315	0.8889	0.454976	0.505544	0.475461	0.471753	0.469725	0.464764	403
678000	1.7594	0.2772	0.4836	0.2049	0.2276	0.2187	0.3474	0.9137	0.8509	0.9351	0.9263	0.9315	0.8889	0.454994	0.505672	0.475467	0.471767	0.469753	0.464778	383
679000	1.7595	0.2770	0.4839	0.2049	0.2276	0.2187	0.3474	0.9138	0.8508	0.9351	0.9263	0.9315	0.8889	0.455005	0.505798	0.475463	0.471775	0.469774	0.464791	389
680000	1.7595	0.2768	0.4841	0.2048	0.2275	0.2187	0.3475	0.9138	0.8508	0.9352	0.9264	0.9315	0.8889	0.455017	0.505925	0.475463	0.471794	0.469802	0.464810	392
681000	1.7595	0.2766	0.4844	0.2047	0.2275	0.2188	0.3475	0.9139	0.8507	0.9352	0.9264	0.9315	0.8889	0.455044	0.506069	0.475463	0.471837	0.469821	0.464810	325
682000	1.7595	0.2764	0.4847	0.2047	0.2275	0.2188	0.3474	0.9139	0.8506	0.9352	0.9263	0.9315	0.8889	0.455067	0.506216	0.475456	0.471875	0.469835	0.464805	317
683000	1.7594	0.2763	0.4848	0.2047	0.2276	0.2189	0.3473	0.9140	0.8507	0.9352	0.9263	0.9315	0.8889	0.455088	0.506356	0.475446	0.471932	0.469850	0.464804	273
684000	1.7594	0.2761	0.4850	0.2047	0.2276	0.2189	0.3472	0.9140	0.8506	0.9352	0.9263	0.9315	0.8889	0.455113	0.506511	0.475445	0.471982	0.469872	0.464806	314
685000	1.7594	0.2758	0.4852	0.2046	0.2275	0.2190	0.3471	0.9141	0.8506	0.9352	0.9264	0.9314	0.8890	0.455134	0.506655	0.475444	0.472027	0.469887	0.464806	301
686000	1.7593	0.2756	0.4854	0.2046	0.2275	0.2191	0.3470	0.9142	0.8505	0.9352	0.9264	0.9314	0.8890	0.455173	0.506806	0.475460	0.472073	0.469926	0.464814	308
687000	1.7593	0.2754	0.4856	0.2046	0.2275	0.2193	0.3469	0.9142	0.8505	0.9352	0.9264	0.9313	0.8890	0.455202	0.506940	0.475456	0.472113	0.469955	0.464821	310
688000	1.7594	0.2752	0.4858	0.2047	0.2274	0.2194	0.3468	0.9143	0.8505	0.9351	0.9264	0.9313	0.8891	0.455233	0.507070	0.475451	0.472155	0.469981	0.464827	309
689000	1.7593	0.2750	0.4859	0.2047	0.2273	0.2196	0.3468	0.9144	0.8504	0.9351	0.9264	0.9312	0.8891	0.455263	0.507200	0.475439	0.472196	0.470013	0.464836	317
690000	1.7593	0.2748	0.4860	0.2047	0.2273	0.2197	0.3467	0.9144	0.8504	0.9351	0.9264	0.9312	0.8891	0.455309	0.507332	0.475431	0.472243	0.470049	0.464848	256
691000	1.7594	0.2746	0.4862	0.2047	0.2273	0.2198	0.3467	0.9145	0.8503	0.9351	0.9264	0.9311	0.8891	0.455348	0.507465	0.475407	0.472243	0.470082	0.464846	333
692000	1.7594	0.2744	0.4865	0.2047	0.2273	0.2199	0.3467	0.9145	0.8502	0.9351	0.9264	0.9311	0.8891	0.455388	0.507592	0.475376	0.472234	0.470110	0.464842	315
693000	1.7594	0.2743	0.4867	0.2047	0.2273	0.2199	0.3465	0.9146	0.8502	0.9351	0.9264	0.9311	0.8892	0.455463	0.507711	0.475341	0.472225	0.470133	0.464833	257
694000	1.7594	0.2742	0.4869	0.2047	0.2272	0.2200	0.3463	0.9147	0.8501	0.9351	0.9264	0.9311	0.8892	0.455514	0.507828	0.475305	0.472216	0.470160	0.464821	298
695000	1.7594	0.2741	0.4872	0.2047	0.2272	0.2200	0.3462	0.9148	0.8500	0.9351	0.9264	0.9310	0.8893	0.455576	0.507939	0.475270	0.472208	0.470187	0.464813	261
696000	1.7594	0.2740	0.4874	0.2047	0.2271	0.2201	0.3462	0.9148	0.8500	0.9351	0.9265	0.9310	0.8893	0.455625	0.508095	0.475251	0.472217	0.470231	0.464805	258
697000	1.7594	0.2739	0.4875	0.2046	0.2271	0.2202	0.3460	0.9149	0.8499	0.9351	0.9265	0.9310	0.8893	0.455675	0.508242	0.475223	0.472218	0.470264	0.464797	292
698000	1.7594	0.2738	0.4877	0.2046	0.2270	0.2204	0.3459	0.9150	0.8499	0.9351	0.9265	0.9309	0.8894	0.455718	0.508378	0.475192	0.472214	0.470292	0.464784	311
699000	1.7594	0.2736	0.4879	0.2046	0.2270	0.2205	0.3458	0.9151	0.8498	0.9351	0.9265	0.9309	0.8894	0.455769	0.508520	0.475168	0.472216	0.470327	0.464777	298
700000	1.7594	0.2734	0.4881	0.2045	0.2270	0.2206	0.3458	0.9152	0.8498	0.9352	0.9265	0.9308	0.8893	0.455822	0.508661	0.475146	0.472215	0.470362	0.464773	273
701000	1.7594	0.2732	0.4882	0.2045	0.2270	0.2207	0.3458	0.9153	0.8497	0.9352	0.9265	0.9308	0.8894	0.455882	0.508812	0.475146	0.472245	0.470421	0.464769	270
702000	1.7596	0.2730	0.4884	0.2045	0.2270	0.2208	0.3458	0.9154	0.8496	0.9352	0.9265	0.9307	0.8893	0.455936	0.508950	0.475138	0.472263	0.470468	0.464758	306
703000	1.7596	0.2728	0.4885	0.2045	0.2270	0.2209	0.3460	0.9154	0.8496	0.9352	0.9265	0.9307	0.8893	0.456003	0.509110	0.475125	0.472283	0.470531	0.464757	305
704000	1.7597	0.2726	0.4887	0.2044	0.2269	0.2210	0.3461	0.9155	0.8496	0.9352	0.9265	0.9307	0.8892	0.456056	0.509248	0.475112	0.472294	0.470580	0.464747	334
705000	1.7597	0.2724	0.4888	0.2044	0.2268	0.2210	0.3463	0.9156	0.8496	0.9352	0.9265	0.9307	0.8892	0.456106	0.509389	0.475092	0.472305	0.470632	0.464737	287
706000	1.7597	0.2722	0.4890	0.2045	0.2267	0.2211	0.3463	0.9157	0.8495	0.9351	0.9266	0.9306	0.8892	0.456144	0.509541	0.475082	0.472292	0.470691	0.464703	294
707000	1.7597	0.2720	0.4891	0.2045	0.2267	0.2211	0.3463	0.9157	0.8495	0.9351	0.9266	0.9306	0.8891	0.456179	0.509690	0.475070	0.472273	0.470749	0.464667	356
708000	1.7598	0.2718	0.4892	0.2046	0.2267	0.2211	0.3464	0.9158	0.8494	0.9351	0.9266	0.9306	0.8891	0.456214	0.509839	0.475058	0.472256	0.470824	0.464636	329
709000	1.7597	0.2716	0.4893	0.2046	0.2266	0.2212	0.3465	0.9159	0.8494	0.9351	0.9266	0.9306	0.8890	0.456252	0.509994	0.475050	0.472243	0.470881	0.464606	309
710000	1.7597	0.2714	0.4894	0.2046	0.2265	0.2212	0.3466	0.9160	0.8494	0.9351	0.9266	0.9306	0.8890	0.456281	0.510138	0.475037	0.472236	0.470933	0.464571	339
711000	1.7597	0.2712	0.4894	0.2047	0.2265	0.2212	0.3467	0.9161	0.8494	0.9350	0.9266	0.9306	0.8889	0.456325	0.510322	0.475076	0.472256	0.471022	0.464591	306
712000	1.7596	0.2710	0.4893	0.2047	0.2264	0.2213	0.3469	0.9162	0.8494	0.9350	0.9267	0.9306	0.8889	0.456370	0.510496	0.475117	0.472287	0.471118	0.464611	318
713000	1.7596	0.2708	0.4894	0.2048	0.2264	0.2213	0.3469	0.9163	0.8494	0.9350	0.9267	0.9306	0.8889	0.456416	0.510673	0.475161	0.472313	0.471201	0.464626	324
714000	1.7595	0.2706	0.4894	0.2048	0.2263	0.2214	0.3470	0.9164	0.8494	0.9350	0.9267	0.9305	0.8888	0.456451	0.510842	0.475195	0.472332	0.471286	0.464638	292
715000	1.7594	0.2704	0.4894	0.2048	0.2262	0.2216	0.3471	0.9164	0.8494	0.9350	0.9267	0.9305	0.8888	0.456490	0.511014	0.475239	0.472359	0.471365	0.464655	338
716000	1.7594	0.2701	0.4894	0.2048	0.2262	0.2217	0.3472	0.9165	0.8494	0.9350	0.9267	0.9305	0.8887	0.456546	0.511211	0.475258	0.472364	0.471433	0.464659	350
717000	1.7594	0.2699	0.4895	0.2048	0.2262	0.2218	0.3473	0.9166	0.8494	0.9350	0.9267	0.9304	0.8887	0.456588	0.511391	0.475279	0.472355	0.471489	0.464658	335
718000	1.7595	0.2697	0.4895	0.2047	0.2262	0.2219	0.3475	0.9167	0.8495	0.9350	0.9267	0.9304	0.8886	0.456634	0.511574	0.475317	0.472347	0.471545	0.464657	327
719000	1.7595	0.2694	0.4894	0.2047	0.2261	0.2220	0.3477	0.9167	0.8495	0.9350	0.9267	0.9303	0.8886	0.456677	0.511759	0.475353	0.472339	0.471605	0.464656	303
720000	1.7595	0.2693	0.4893	0.2048	0.2261	0.2221	0.3479	0.9168	0.8495	0.9350	0.9267	0.9303	0.8885	0.456717	0.511937	0.475373	0.472330	0.471659	0.464654	288
721000	1.7595	0.2690	0.4893	0.2048	0.2261	0.2222	0.3480	0.9169	0.8495	0.9350	0.9267	0.9302	0.8885	0.456777	0.512137	0.475397	0.472328	0.471731	0.464645	313
722000	1.7595	0.2688	0.4893	0.2048	0.2261	0.2224	0.3482	0.9169	0.8496	0.9351	0.9267	0.9302	0.8884	0.456838	0.512336	0.475433	0.472320	0.471804	0.464635	300
723000	1.7595	0.2686	0.4892	0.2048	0.2261	0.2224	0.3484	0.9170	0.8496	0.9351	0.9268	0.9302	0.8883	0.456897	0.512531	0.475459	0.472316	0.471876	0.464628	310
724000	1.7594	0.2684	0.4892	0.2047	0.2260	0.2225	0.3486	0.9171	0.8496	0.9352	0.9268	0.9302	0.8882	0.456957	0.512728	0.475483	0.472312	0.471944	0.464622	325
725000	1.7594	0.2682	0.4891	0.2047	0.2260	0.2225	0.3489	0.9171	0.8496	0.9352	0.9268	0.9301	0.8881	0.457011	0.512921	0.475506	0.472306	0.472008	0.464611	309
726000	1.7593	0.2681	0.4891	0.2046	0.2259	0.2225	0.3491	0.9172	0.8496	0.9352	0.9268	0.9301	0.8881	0.457034	0.513146	0.475513	0.472302	0.472067	0.464568	293
727000	1.7593	0.2679	0.4893	0.2046	0.2258	0.2226	0.3491	0.9172	0.8495	0.9352	0.9269	0.9301	0.8881	0.457051	0.513359	0.475521	0.472290	0.472117	0.464524	337
728000	1.7593	0.2678	0.4895	0.2046	0.2257	0.2226	0.3491	0.9173	0.8495	0.9353	0.9269	0.9301	0.8881	0.457064	0.513558	0.475526	0.472255	0.472160	0.464472	350
729000	1.7593	0.2676	0.4897	0.2045	0.2256	0.2227	0.3492	0.9173	0.8495	0.9353	0.9269	0.9300	0.8881	0.457078	0.513765	0.475532	0.472226	0.472207	0.464428	306
730000	1.7593	0.2674	0.4897	0.2045	0.2256	0.2227	0.3493	0.9174	0.8495	0.9352	0.9269	0.9300	0.8880	0.457092	0.513970	0.475539	0.472194	0.472256	0.464385	291
731000	1.7594	0.2673	0.4898	0.2046	0.2256	0.2228	0.3495	0.9174	0.8495	0.9352	0.9269	0.9300	0.8879	0.457158	0.514194	0.475546	0.472161	0.472278	0.464365	275
732000	1.7595	0.2671	0.4898	0.2046	0.2255	0.2228	0.3496	0.9174	0.8495	0.9352	0.9269	0.9300	0.8879	0.457217	0.514407	0.475540	0.472120	0.472289	0.464342	285
733000	1.7595	0.2669	0.4898	0.2047	0.2255	0.2229	0.3497	0.9175	0.8495	0.9352	0.9269	0.9299	0.8879	0.457272	0.514617	0.475539	0.472080	0.472302	0.464315	251
734000	1.7595	0.2668	0.4897	0.2047	0.2255	0.2230	0.3498	0.9175	0.8495	0.9352	0.9269	0.9299	0.8878	0.457326	0.514835	0.475539	0.472040	0.472316	0.464292	262
735000	1.7596	0.2666	0.4897	0.2048	0.2255	0.2231	0.3500	0.9176	0.8495	0.9351	0.9269	0.9299	0.8877	0.457379	0.515043	0.475529	0.471994	0.472324	0.464264	280
736000	1.7596	0.2665	0.4898	0.2048	0.2254	0.2231	0.3501	0.9176	0.8494	0.9351	0.9270	0.9299	0.8877	0.457446	0.515321	0.475516	0.471969	0.472369	0.464242	329
737000	1.7596	0.2663	0.4899	0.2048	0.2253	0.2232	0.3501	0.9177	0.8494	0.9352	0.9270	0.9298	0.8877	0.457502	0.515580	0.475491	0.471935	0.472411	0.464213	309
738000	1.7597	0.2663	0.4900	0.2047	0.2253	0.2233	0.3501	0.9177	0.8494	0.9352	0.9270	0.9298	0.8877	0.457564	0.515845	0.475473	0.471905	0.472459	0.464194	282
739000	1.7597	0.2662	0.4901	0.2046	0.2253	0.2233	0.3502	0.9177	0.8494	0.9352	0.9270	0.9298	0.8877	0.457626	0.516113	0.475453	0.471875	0.472506	0.464172	323
740000	1.7597	0.2661	0.4902	0.2046	0.2252	0.2234	0.3502	0.9177	0.8493	0.9352	0.9270	0.9297	0.8877	0.457701	0.516368	0.475428	0.471845	0.472549	0.464146	316
741000	1.7597	0.2660	0.4903	0.2045	0.2252	0.2235	0.3502	0.9178	0.8493	0.9353	0.9270	0.9297	0.8876	0.457739	0.516618	0.475394	0.471818	0.472601	0.464094	290
742000	1.7597	0.2659	0.4904	0.2045	0.2252	0.2236	0.3502	0.9178	0.8493	0.9353	0.9271	0.9297	0.8877	0.457776	0.516864	0.475355	0.471800	0.472652	0.464044	283
743000	1.7597	0.2657	0.4906	0.2045	0.2251	0.2237	0.3501	0.9178	0.8492	0.9353	0.9271	0.9296	0.8877	0.457817	0.517117	0.475313	0.471775	0.472706	0.463998	294
744000	1.7598	0.2656	0.4908	0.2044	0.2251	0.2237	0.3501	0.9179	0.8492	0.9353	0.9271	0.9296	0.8877	0.457855	0.517365	0.475261	0.471750	0.472758	0.463954	292
745000	1.7598	0.2655	0.4909	0.2044	0.2251	0.2237	0.3501	0.9179	0.8491	0.9353	0.9271	0.9296	0.8877	0.457887	0.517604	0.475194	0.471722	0.472810	0.463906	260
746000	1.7599	0.2654	0.4910	0.2045	0.2251	0.2238	0.3500	0.9179	0.8491	0.9352	0.9271	0.9296	0.8877	0.457968	0.517868	0.475193	0.471725	0.472894	0.463903	235
747000	1.7599	0.2653	0.4911	0.2045	0.2251	0.2239	0.3500	0.9179	0.8490	0.9352	0.9271	0.9296	0.8877	0.458037	0.518126	0.475187	0.471721	0.472983	0.463896	281
748000	1.7599	0.2652	0.4913	0.2045	0.2251	0.2239	0.3499	0.9180	0.8490	0.9352	0.9271	0.9296	0.8877	0.458104	0.518386	0.475182	0.471726	0.473069	0.463891	253
749000	1.7599	0.2651	0.4915	0.2046	0.2250	0.2239	0.3498	0.9180	0.8489	0.9352	0.9271	0.9296	0.8878	0.458166	0.518636	0.475175	0.471728	0.473145	0.463875	293
750000	1.7599	0.2650	0.4916	0.2046	0.2250	0.2239	0.3497	0.9180	0.8489	0.9352	0.9271	0.9296	0.8878	0.458228	0.518881	0.475192	0.471726	0.473220	0.463866	290
751000	1.7598	0.2649	0.4918	0.2046	0.2250	0.2239	0.3496	0.9180	0.8488	0.9352	0.9271	0.9296	0.8878	0.458295	0.519148	0.475191	0.471717	0.473236	0.463853	309
752000	1.7598	0.2649	0.4919	0.2045	0.2251	0.2239	0.3494	0.9180	0.8488	0.9352	0.9271	0.9295	0.8879	0.458341	0.519393	0.475168	0.471700	0.473244	0.463832	309
753000	1.7599	0.2650	0.4921	0.2045	0.2251	0.2239	0.3493	0.9180	0.8487	0.9353	0.9271	0.9295	0.8879	0.458389	0.519647	0.475154	0.471690	0.473263	0.463816	316
754000	1.7599	0.2651	0.4922	0.2044	0.2251	0.2239	0.3492	0.9179	0.8487	0.9353	0.9271	0.9296	0.8879	0.458428	0.519886	0.475139	0.471673	0.473277	0.463795	281
755000	1.7600	0.2651	0.4924	0.2044	0.2252	0.2239	0.3491	0.9179	0.8486	0.9353	0.9271	0.9295	0.8880	0.458475	0.520136	0.475128	0.471661	0.473296	0.463779	267
756000	1.7600	0.2651	0.4925	0.2043	0.2252	0.2239	0.3490	0.9179	0.8486	0.9353	0.9271	0.9295	0.8880	0.458499	0.520404	0.475092	0.471631	0.473332	0.463740	289
757000	1.7600	0.2650	0.4926	0.2043	0.2252	0.2239	0.3490	0.9180	0.8486	0.9353	0.9271	0.9295	0.8880	0.458546	0.520677	0.475053	0.471600	0.473375	0.463704	309
758000	1.7600	0.2648	0.4927	0.2043	0.2252	0.2240	0.3490	0.9181	0.8485	0.9353	0.9271	0.9295	0.8880	0.458589	0.520941	0.475016	0.471576	0.473424	0.463672	325
759000	1.7600	0.2647	0.4928	0.2043	0.2252	0.2240	0.3490	0.9181	0.8485	0.9353	0.9271	0.9295	0.8880	0.458618	0.521215	0.474984	0.471552	0.473494	0.463641	321
760000	1.7599	0.2645	0.4930	0.2043	0.2252	0.2241	0.3490	0.9182	0.8485	0.9353	0.9271	0.9295	0.8880	0.458670	0.521490	0.474955	0.471542	0.473537	0.463615	306
761000	1.7600	0.2643	0.4932	0.2042	0.2252	0.2241	0.3489	0.9183	0.8483	0.9353	0.9271	0.9295	0.8880	0.458716	0.521784	0.474942	0.471512	0.473568	0.463582	374
762000	1.7600	0.2641	0.4935	0.2042	0.2253	0.2242	0.3488	0.9184	0.8483	0.9353	0.9270	0.9295	0.8880	0.458747	0.522073	0.474921	0.471471	0.473587	0.463540	308
763000	1.7600	0.2640	0.4936	0.2041	0.2254	0.2242	0.3486	0.9184	0.8483	0.9353	0.9270	0.9295	0.8881	0.458786	0.522364	0.474906	0.471437	0.473609	0.463501	364
764000	1.7601	0.2638	0.4939	0.2041	0.2255	0.2242	0.3486	0.9185	0.8482	0.9353	0.9270	0.9295	0.8881	0.458818	0.522647	0.474890	0.471399	0.473623	0.463459	361
765000	1.7602	0.2637	0.4940	0.2041	0.2256	0.2242	0.3485	0.9185	0.8482	0.9353	0.9269	0.9294	0.8881	0.458852	0.522926	0.474874	0.471362	0.473643	0.463419	337
766000	1.7602	0.2637	0.4941	0.2041	0.2257	0.2242	0.3484	0.9185	0.8482	0.9353	0.9269	0.9295	0.8881	0.458908	0.523241	0.474861	0.471338	0.473663	0.463403	313
767000	1.7602	0.2637	0.4940	0.2041	0.2258	0.2242	0.3484	0.9185	0.8482	0.9353	0.9269	0.9295	0.8881	0.458960	0.523550	0.474849	0.471307	0.473669	0.463386	269
768000	1.7602	0.2637	0.4940	0.2041	0.2259	0.2242	0.3484	0.9186	0.8482	0.9353	0.9268	0.9295	0.8881	0.459015	0.523862	0.474843	0.471280	0.473683	0.463370	285
769000	1.7602	0.2637	0.4939	0.2041	0.2260	0.2242	0.3483	0.9186	0.8482	0.9353	0.9268	0.9294	0.8881	0.459066	0.524158	0.474835	0.471249	0.473694	0.463358	255
770000	1.7602	0.2637	0.4938	0.2041	0.2261	0.2242	0.3483	0.9186	0.8482	0.9353	0.9268	0.9294	0.8882	0.459117	0.524468	0.474830	0.471225	0.473711	0.463345	278
771000	1.7602	0.2636	0.4937	0.2041	0.2262	0.2242	0.3483	0.9186	0.8483	0.9353	0.9267	0.9295	0.8881	0.459171	0.524792	0.474800	0.471212	0.473730	0.463315	332
772000	1.7602	0.2635	0.4936	0.2041	0.2263	0.2241	0.3486	0.9186	0.8483	0.9353	0.9267	0.9295	0.8880	0.459218	0.525117	0.474777	0.471207	0.473747	0.463285	269
773000	1.7602	0.2634	0.4936	0.2041	0.2263	0.2241	0.3487	0.9187	0.8483	0.9353	0.9267	0.9295	0.8879	0.459259	0.525433	0.474743	0.471201	0.473759	0.463253	322
774000	1.7603	0.2633	0.4936	0.2041	0.2263	0.2240	0.3490	0.9187	0.8483	0.9353	0.9267	0.9295	0.8878	0.459302	0.525754	0.474737	0.471187	0.473780	0.463224	351
775000	1.7603	0.2631	0.4935	0.2041	0.2264	0.2240	0.3492	0.9188	0.8483	0.9353	0.9267	0.9295	0.8878	0.459341	0.526070	0.474717	0.471175	0.473795	0.463193	287
776000	1.7603	0.2630	0.4934	0.2041	0.2264	0.2240	0.3494	0.9188	0.8483	0.9353	0.9267	0.9295	0.8877	0.459431	0.526421	0.474700	0.471173	0.473842	0.463207	321
777000	1.7604	0.2629	0.4934	0.2041	0.2264	0.2239	0.3497	0.9188	0.8484	0.9353	0.9267	0.9295	0.8876	0.459503	0.526752	0.474672	0.471160	0.473877	0.463213	354
778000	1.7604	0.2628	0.4933	0.2040	0.2265	0.2239	0.3498	0.9189	0.8483	0.9354	0.9267	0.9295	0.8876	0.459573	0.527089	0.474650	0.471133	0.473913	0.463208	312
779000	1.7604	0.2627	0.4934	0.2040	0.2266	0.2239	0.3499	0.9189	0.8483	0.9354	0.9266	0.9295	0.8875	0.459640	0.527421	0.474617	0.471108	0.473948	0.463204	321
780000	1.7604	0.2626	0.4935	0.2040	0.2267	0.2238	0.3499	0.9189	0.8483	0.9354	0.9266	0.9295	0.8876	0.459698	0.527746	0.474578	0.471085	0.473978	0.463261	334
781000	1.7604	0.2625	0.4936	0.2040	0.2267	0.2238	0.3499	0.9190	0.8483	0.9354	0.9266	0.9295	0.8876	0.459736	0.528110	0.474542	0.471074	0.474038	0.463291	307
782000	1.7603	0.2623	0.4936	0.2040	0.2268	0.2238	0.3498	0.9190	0.8483	0.9354	0.9266	0.9296	0.8877	0.459774	0.528463	0.474497	0.471068	0.474093	0.463331	303
783000	1.7603	0.2622	0.4937	0.2039	0.2269	0.2238	0.3497	0.9190	0.8483	0.9354	0.9265	0.9296	0.8877	0.459810	0.528819	0.474462	0.471057	0.474148	0.463370	339
784000	1.7603	0.2622	0.4938	0.2039	0.2270	0.2237	0.3496	0.9190	0.8483	0.9354	0.9265	0.9296	0.8877	0.459843	0.529165	0.474422	0.471048	0.474203	0.463410	294
785000	1.7603	0.2621	0.4939	0.2039	0.2271	0.2238	0.3496	0.9191	0.8482	0.9354	0.9264	0.9296	0.8878	0.459873	0.529498	0.474380	0.471035	0.474252	0.463445	298
786000	1.7603	0.2620	0.4939	0.2039	0.2272	0.2238	0.3495	0.9191	0.8483	0.9354	0.9264	0.9296	0.8878	0.459939	0.529847	0.474343	0.471038	0.474292	0.463458	282
787000	1.7603	0.2619	0.4940	0.2039	0.2273	0.2238	0.3495	0.9191	0.8482	0.9354	0.9264	0.9295	0.8878	0.460001	0.530194	0.474296	0.471034	0.474328	0.463472	285
788000	1.7603	0.2618	0.4940	0.2039	0.2273	0.2238	0.3494	0.9191	0.8482	0.9354	0.9264	0.9295	0.8879	0.460055	0.530521	0.474247	0.471025	0.474348	0.463478	288
789000	1.7602	0.2617	0.4940	0.2039	0.2274	0.2238	0.3494	0.9191	0.8483	0.9354	0.9264	0.9296	0.8879	0.460111	0.530862	0.474200	0.471018	0.474350	0.463481	291
790000	1.7602	0.2617	0.4940	0.2039	0.2274	0.2237	0.3495	0.9191	0.8483	0.9354	0.9264	0.9296	0.8879	0.460166	0.531191	0.474152	0.471013	0.474345	0.463483	272
791000	1.7602	0.2616	0.4940	0.2039	0.2275	0.2237	0.3497	0.9192	0.8483	0.9354	0.9263	0.9296	0.8878	0.460252	0.531554	0.474130	0.471018	0.474351	0.463471	336
792000	1.7603	0.2615	0.4940	0.2038	0.2275	0.2236	0.3499	0.9192	0.8482	0.9354	0.9264	0.9296	0.8877	0.460331	0.531918	0.474101	0.471011	0.474349	0.463453	309
793000	1.7603	0.2614	0.4941	0.2038	0.2274	0.2236	0.3500	0.9192	0.8482	0.9354	0.9264	0.9296	0.8877	0.460410	0.532277	0.474074	0.471007	0.474347	0.463432	325
794000	1.7604	0.2613	0.4942	0.2038	0.2274	0.2235	0.3502	0.9192	0.8482	0.9354	0.9264	0.9296	0.8876	0.460488	0.532629	0.474047	0.470996	0.474345	0.463417	313
795000	1.7604	0.2612	0.4942	0.2037	0.2274	0.2234	0.3504	0.9193	0.8482	0.9354	0.9264	0.9297	0.8876	0.460572	0.533006	0.474029	0.470994	0.474353	0.463408	347
796000	1.7605	0.2612	0.4942	0.2037	0.2274	0.2234	0.3507	0.9193	0.8483	0.9354	0.9264	0.9297	0.8875	0.460631	0.533374	0.473993	0.470954	0.474340	0.463394	274
797000	1.7605	0.2610	0.4941	0.2037	0.2275	0.2233	0.3509	0.9193	0.8483	0.9354	0.9263	0.9297	0.8874	0.460679	0.533727	0.473945	0.470904	0.474315	0.463373	254
798000	1.7605	0.2609	0.4941	0.2037	0.2277	0.2232	0.3510	0.9194	0.8483	0.9354	0.9263	0.9297	0.8874	0.460723	0.534078	0.473894	0.470854	0.474290	0.463354	287
799000	1.7606	0.2607	0.4941	0.2037	0.2278	0.2231	0.3512	0.9194	0.8483	0.9354	0.9262	0.9298	0.8873	0.460769	0.534449	0.473847	0.470803	0.474268	0.463335	313
800000	1.7606	0.2606	0.4941	0.2037	0.2278	0.2230	0.3514	0.9195	0.8483	0.9354	0.9262	0.9298	0.8872	0.460820	0.534815	0.473804	0.470757	0.474253	0.463326	288
801000	1.7607	0.2604	0.4943	0.2036	0.2278	0.2229	0.3515	0.9195	0.8483	0.9354	0.9262	0.9298	0.8872	0.460880	0.535196	0.473782	0.470743	0.474260	0.463315	314
802000	1.7607	0.2603	0.4944	0.2036	0.2279	0.2229	0.3516	0.9195	0.8482	0.9354	0.9262	0.9298	0.8872	0.460933	0.535565	0.473758	0.470729	0.474262	0.463302	346
